logFC	AveExpr	t	P.Value	adj.P.Val	B
IL12B	-0.0793416212290525	5.88164877318436	-0.933433744608732	0.351220335059375	0.398232686437376	-7.51689247866524
RRNAD1	-0.0491976983240168	11.7558003743017	-0.93258021968003	0.35166041603162	0.398698172906291	-7.51768814036234
RHOH	-0.129386821229051	9.15190704134078	-0.931549253496639	0.352192453898296	0.399267829362649	-7.51864824807494
HIRIP3	0.0803739553072571	9.74298122905028	0.930030054405838	0.352977380032609	0.400124056297045	-7.52006110620632
EIF2B1	0.0792932765363119	13.784714702514	0.929022572467459	0.35349852902436	0.400681155031895	-7.52099680075647
PRDM7	0.090611145810052	5.94316925335196	0.928392652582141	0.353824621240198	0.401017087100221	-7.52158132334063
MON2	-0.0538322346368663	11.7044751648045	-0.927029695129303	0.354530839988886	0.401783753658355	-7.52284470416746
RNF166	0.125141592737434	8.32068622765363	0.926247749173606	0.354936409868174	0.402209599828782	-7.52356868783528
FAM173A	0.080250502793298	11.5666966871508	0.925751215609078	0.355194098246135	0.402467811044869	-7.5240280998682
SLC17A1	-0.0895003810055872	4.92123675195531	-0.925666073750492	0.355238296624727	0.402476969067793	-7.5241068517797
USP20	-0.0595043201117349	8.69882117234637	-0.925620736446735	0.355261833301207	0.402476969067793	-7.52414878355059
ANKRD27	-0.0418221508379926	11.9024757486034	-0.925075944485638	0.35554473710288	0.402763657023695	-7.5246524933517
PDCL3	0.0823904553072552	12.6680271159218	0.924537150320605	0.355824666644039	0.403046927868266	-7.52515036734956
ZNF71	-0.0961842893854694	9.53389968994413	-0.924453510753635	0.355868133942641	0.403062329983381	-7.52522762879969
PHACTR3	-0.163150211731842	5.86814853044693	-0.924050919472611	0.356077406787263	0.403265507946901	-7.52559942227444
CFAP65	-0.0841657430167606	4.06140607541899	-0.923793006658303	0.356211514583378	0.403383532879163	-7.52583752032714
OR1S1	-0.0546349776536301	3.49075018547486	-0.923288209280321	0.3564740882966	0.403647004067661	-7.52630334401102
ENTHD1	0.0734664189944123	7.51436638882682	0.92295944947624	0.356645160742337	0.403806829925919	-7.52660658512221
DEFB112	-0.0508379234636864	3.35016908854749	-0.9219385400386	0.35717672910601	0.404374761519968	-7.52754756531602
POLR2I	-0.073461969273751	13.6842646801676	-0.92144682380816	0.357432935193359	0.4046308747902	-7.52800041415844
ZNF581	-0.0778918547486001	11.3334744441341	-0.92128325114099	0.357518189596686	0.404693435988397	-7.52815100403203
OBSCN	0.073627318435749	10.0783284972067	0.920723221729842	0.357810175391464	0.404989977078713	-7.52866638229613
MAEL	0.172099058659219	4.87825938854749	0.920117510975623	0.35812614792818	0.40530065405219	-7.5292234486154
OR14I1	0.0757795268156407	4.91198717793296	0.920081898417577	0.358144730911392	0.40530065405219	-7.52925618978343
OR5B3	0.0862925564245796	5.12720917541899	0.918937709127686	0.35874210431772	0.405942637791473	-7.53030745344715
LHX6	0.101297904469272	9.96239415726257	0.917621728077298	0.359429946401718	0.406686877137748	-7.53151494682437
APOB	-0.0672226111731877	6.92142966480447	-0.91733794662206	0.359578383385014	0.406820718151872	-7.53177510796968
MAGED2	0.0829857122904976	12.3119242304469	0.917088512063725	0.359708886534952	0.406934248398947	-7.53200371491315
MTMR3	-0.102559748603355	8.43629618100559	-0.916848279267867	0.359834603597141	0.407042345623256	-7.5322238299373
NANP	0.087117310055862	7.78057989581006	0.916459144588371	0.360038301808705	0.407238629053367	-7.53258025559151
BCL2L14	0.163996248044697	5.93178457597765	0.916077269740875	0.360238270423265	0.407430661393977	-7.53292988522802
PABPC1L2B	-0.0977352614525095	6.36902921061453	-0.916005935815903	0.36027563216433	0.407438768054431	-7.53299517969562
PTGER1	-0.0518804776536275	9.87465538687151	-0.915559332879492	0.36050959970847	0.407669197893748	-7.53340385614795
KIN	-0.0572156955307257	11.6123956438547	-0.915218049254501	0.36068845681833	0.407837274703079	-7.53371602351251
ERLIN2	0.102945179329602	8.63685867513967	0.913029683286226	0.361836645879104	0.409101273522633	-7.53571493832032
CDCP2	0.0448953050279242	7.81694736424581	0.912568049342512	0.362079148861191	0.409341155724942	-7.53613599932653
NANOGNB	0.0559234558659272	7.10225200223464	0.911728607878126	0.36252038155092	0.409805648709735	-7.53690111924595
CD28	-0.150963679329603	8.40910965139665	-0.911460695989292	0.362661274292803	0.409930577593154	-7.5371451635039
ABL1	0.0473772122905007	12.4061363351955	0.911329654958375	0.362730200270798	0.409974145443852	-7.53726450440224
CLCNKB	-0.05089535698324	6.49765963100559	-0.910864163000029	0.362975109928963	0.410216594085546	-7.53768829633534
SPIRE2	0.129857946927373	9.47470524106145	0.910732473798976	0.363044414531431	0.410260558553482	-7.53780814935126
LRIG1	0.0447794581005443	11.3565777039106	0.910592471357363	0.363118103296682	0.410309469593487	-7.53793554949896
NUBP1	0.079911960893849	11.9717983575419	0.910475218002711	0.363179825559399	0.410344851888012	-7.53804223331287
HDAC4	0.0721240893854791	12.8077028184358	0.910265379803052	0.363290301017378	0.410435308265949	-7.53823312198333
TEX14	-0.0873306212290501	4.98414383463687	-0.909183205618468	0.363860378472984	0.411033613825074	-7.53921687459039
C11orf58	0.0895463418994407	8.57550983240223	0.909089871758807	0.363909572024448	0.411033613825074	-7.53930166535643
ZNF12	0.0550658268156408	12.9966974972067	0.909086663445051	0.36391126310717	0.411033613825074	-7.53930457985074
ZNF624	0.0571535782122865	10.3563643170391	0.909017103750838	0.363947928813408	0.411040621979254	-7.53936776670592
SDHAF1	0.0942858798882558	11.8929168421788	0.908702560891665	0.364113756892444	0.41119349196641	-7.53965343205595
SYP	-0.0994705273743053	5.42962209553073	-0.908408139586273	0.364269019792711	0.411334406115719	-7.53992073399852
GPR34	0.12789177318435	9.9938782273743	0.908091594443826	0.364435996037438	0.41148852234367	-7.54020802574842
ENPEP	0.130668011731842	5.83484842318436	0.907094523179399	0.364962260861291	0.412048255359961	-7.54111230165136
HIST1H1C	0.0960362793296134	13.9006737067039	0.906752717480799	0.365142779206304	0.412217574049182	-7.54142206859091
IRGQ	0.0491675335195438	11.4840237276536	0.906451446996863	0.365301936048584	0.412362750965333	-7.54169500347792
WDTC1	-0.0775108150837944	9.03420915558659	-0.906199157810326	0.365435250239028	0.412478734146838	-7.54192349447811
ADNP2	-0.0530883743016801	10.997223424581	-0.905534717942323	0.365786498260705	0.412840666404311	-7.54252495544589
GATA1	-0.080239340223466	6.44321037122905	-0.905183234458721	0.365972391248934	0.413015927700353	-7.54284294598324
AMMECR1	-0.0703604832402114	12.3192582835196	-0.903991734227275	0.366602993593094	0.413692991766617	-7.54391999345886
SEMA3A	-0.13289141955307	8.75198573882682	-0.903296203136761	0.366971418227706	0.414074113016529	-7.54454806063271
PODXL2	-0.0476934497206756	13.504636853352	-0.903117961863105	0.367065870387352	0.414146058110947	-7.54470893570457
NAPG	0.0414574497206708	12.4050652053073	0.901479992226063	0.36793456208049	0.415091462312025	-7.54618583684379
OR51V1	-0.0708917016759756	4.20472379441341	-0.900667673014258	0.368365849275758	0.415543284578422	-7.54691728722976
BBS1	-0.0534433966480314	10.8741326256983	-0.899390147439246	0.369044768844914	0.416274355161186	-7.54806630328381
ANKRD40	0.0436697569832294	12.0813334036313	0.898729515077627	0.369396157195217	0.416635886425298	-7.54865984407218
SRGAP1	-0.0543493519552989	11.917892075419	-0.898625755370273	0.369451365642519	0.416663328707075	-7.54875302684489
PRKACA	0.0745364329608975	10.5118925265363	0.897758235653815	0.369913156932049	0.417149267895793	-7.54953169522705
NHLH2	0.0677239888268204	14.0191148268156	0.897108160289505	0.370259435902258	0.417504874075797	-7.55011469915892
CEBPD	-0.0404437150838124	15.3476889804469	-0.896356713131769	0.370659964949525	0.417921588154152	-7.55078809197997
ZBTB1	-0.101922081005586	8.92469128407821	-0.896215812941819	0.370735096259906	0.417971375130017	-7.55091429403811
E2F8	-0.117863710614525	9.21863935195531	-0.895998886063493	0.370850785355213	0.418066875320237	-7.55110855337876
S100A3	0.110967896089381	10.3024919832402	0.895819641219466	0.370946395252988	0.418139725799334	-7.55126903290384
DBH	-0.0837647055865895	4.98881731871508	-0.895231640013368	0.371260145235673	0.41845843633563	-7.55179525126728
ZNF519	-0.0646763575419076	10.8515275391061	-0.895132735775773	0.371312935522083	0.41848298270567	-7.55188372957933
C11orf65	0.0562859156424533	9.03370920083799	0.894858771459102	0.371459188807839	0.418612852327792	-7.55212876331092
CCS	0.0827433575419008	12.1394480586592	0.894687475471805	0.371550651797349	0.418680959946006	-7.55228193252997
GNG2	-0.10860720670391	9.19885456648045	-0.891838082753418	0.373074133443969	0.420362588234211	-7.55482551703715
SLC15A5	0.0661699815642431	3.91119800586592	0.89066541594318	0.37370224862829	0.421035162644247	-7.55586998222505
TTC23L	-0.059689949720676	8.99733577094972	-0.889710976089048	0.374213959778799	0.421576487999259	-7.55671906809981
RABGAP1L	0.0468429944134066	10.6252968603352	0.888316683360549	0.374962274433414	0.422373646835248	-7.55795782535499
ARID4B	0.0535695726257046	11.0853857053073	0.888250775878233	0.374997669843805	0.422373646835248	-7.55801633287928
BTF3L4	0.0464022653631275	12.7946263421788	0.888217645170684	0.375015463371358	0.422373646835248	-7.55804574210602
NLRP13	0.0690710513966479	6.75327109608939	0.88801274181706	0.375125522569861	0.422439512090141	-7.55822760496704
KLHDC4	0.0757376033519623	12.2109460111732	0.887992204154754	0.375136555015278	0.422439512090141	-7.55824583095496
RNMT	0.0795844301675874	11.225970226257	0.88770394818774	0.375291421934186	0.422578642154531	-7.55850159717624
PCDHA8	0.0805593782122909	3.78900830307263	0.887481837546651	0.375410779006291	0.422677768202828	-7.55869861701069
PDLIM7	0.0707164664804516	11.8092718505587	0.887370717042023	0.375470501406625	0.422683259436488	-7.55879716632638
ATG4C	-0.0781629027932969	9.05152202122905	-0.887356200671507	0.375478303754645	0.422683259436488	-7.55881003953611
RB1	0.0706482094972127	12.3999775097765	0.887153057406784	0.37558750099513	0.422770915784809	-7.55899016627718
TEKT3	0.0767217296089395	4.26038890223464	0.88681263136902	0.375770537105377	0.422941665501707	-7.55929192932669
CLN5	0.0766247067039156	10.1332840572626	0.886454931304795	0.375962920481586	0.423122906503629	-7.55960888031242
MED12	0.036621893854754	11.699565924581	0.885865353272197	0.376280149023838	0.423444611035583	-7.56013101594257
DGKE	-0.0789080245809952	7.52915526201117	-0.885619464358773	0.376412501092956	0.423558229632117	-7.56034867517892
PTPRS	0.0966365642458147	11.5062470586592	0.885065455841823	0.376710807193009	0.423858553511421	-7.56083885936979
OLFML3	-0.0841675670391187	11.8339200460894	-0.884379711193025	0.377080249409498	0.424238859890926	-7.56144518011269
TMEM257	-0.0411377083798898	3.30555779162011	-0.8841881522884	0.377183491084847	0.424315635216328	-7.56161446878443
NEUROD4	0.0878717055865934	3.65640125335196	0.884136411831695	0.377211379876617	0.424315635216328	-7.56166018774204
TBPL2	0.0549935067039105	3.30310397681564	0.882879809229658	0.377889097286943	0.425042550536801	-7.56276973029585
DAOA	0.0747619614525128	3.82434079022346	0.88280272183419	0.37793069696752	0.425051985445284	-7.56283774501077
OCRL	-0.11211537094972	11.4173200798883	-0.88274752709498	0.377960484167627	0.425051985445284	-7.56288644005871
EIF5AL1	0.137666989944131	5.65094881061453	0.881187916031512	0.378802766883072	0.425950904320832	-7.56426113943777
TMEM18	0.0558075804469347	9.57600211145251	0.881150581911871	0.378822943734571	0.425950904320832	-7.56429401745958
OR5M8	0.0838620290502829	3.78749453351955	0.880800164356895	0.379012355769013	0.42612837266681	-7.56460254253426
PRPSAP2	0.0531843296089409	12.7826871117318	0.880486369656344	0.379182021619412	0.426283612407927	-7.56487871931969
ZBTB21	-0.057290756983237	11.5650783701117	-0.880186657145418	0.379344117164259	0.426430316312438	-7.56514241060885
AKAP3	-0.0628274167597791	7.25868959441341	-0.879763083390195	0.379573274398695	0.426652375238317	-7.56551492433061
ZW10	-0.0651128128491667	11.5543576829609	-0.879350475398256	0.379796581229386	0.426867821681603	-7.56587762249905
ABI3	0.0534769441340845	10.2683749636872	0.877891438295728	0.380586874358529	0.427720436628133	-7.56715881302422
TMEM187	0.0836264022346374	10.8974592653631	0.874723743649593	0.382306157012972	0.42961686231954	-7.56993309492758
ZNF112	-0.0772742240223554	8.80780876899441	-0.874648018170757	0.382347315845826	0.429627336166507	-7.56999929344561
KRIT1	0.110897829050277	5.78644668324022	0.873243110491188	0.383111415652991	0.430450078503036	-7.57122641574431
LYG2	0.0662611899441332	6.4892465452514	0.872853861789765	0.383323285921878	0.430652270437917	-7.57156605908226
NFRKB	-0.0392798743016787	12.5448063337989	-0.872166430131905	0.383697634821808	0.43103695340372	-7.57216551701111
KRTAP4-2	0.0833949184357534	5.86774658603352	0.871368402438029	0.384132491857616	0.431489540092122	-7.57286082760741
F8	-0.0813384469273899	10.7707457150838	-0.870658812697828	0.384519411989991	0.431888209205338	-7.57347855107397
EPC2	0.0534618659217827	11.3411107290503	0.869656424029805	0.385066395211144	0.432466578192192	-7.574350312604
SOX14	0.119145662011177	5.59205937681564	0.869069265305028	0.385387017559899	0.43279064705004	-7.57486049078567
FAM71C	-0.0963807826815657	4.30746489692737	-0.868472657997651	0.385712967110956	0.433120643937359	-7.57537852732074
IVD	0.0626257234636967	12.0288442053073	0.868115659011588	0.385908090250089	0.433303691948303	-7.57568834156641
CSF2RB	0.106327600558648	11.0941992751397	0.867325146846195	0.386340371883505	0.433752972642983	-7.57637391990334
PECR	0.0850910033519501	9.1220315452514	0.867209013841125	0.386403902752809	0.43378820829837	-7.57647458483225
JPH4	-0.0739900592178824	9.1640802972067	-0.866634818554903	0.386718111900416	0.434104833373614	-7.57697210419813
TEKT2	0.0567922743016842	7.85358538798883	0.866320574114816	0.386890137914193	0.434261813426562	-7.57724424665545
OR52K1	-0.0666662653631285	3.78016539078212	-0.865792738265397	0.387179195197591	0.434550117274915	-7.57770114267614
STK35	-0.0645967877094993	11.0756306089385	-0.864901565152195	0.387667525915067	0.435062008873746	-7.5784719149959
PHF20	0.0527737960893795	12.2302567611732	0.863562354460951	0.388402073609492	0.435850110709895	-7.57962870683437
LAT	-0.0536430195530695	11.9162763617318	-0.863397796677438	0.388492391089165	0.435915210822983	-7.5797707264387
COL11A2	0.0685954525139731	14.0660573826816	0.863329407593823	0.388529930190473	0.435921084060052	-7.57982974088138
MYH1	0.0692815089385448	4.54841352932961	0.863012107373061	0.388704126845583	0.43608027000784	-7.58010348530673
ANXA6	-0.0866649916201201	12.3882939567039	-0.86227602648491	0.389108416377784	0.436497545149374	-7.58073813849363
NEK11	-0.106260782681562	7.46999622206704	-0.862047310387701	0.389234090104276	0.436579587120227	-7.58093522900967
KLRC3	-0.134023329608944	8.26556748938548	-0.862019287867485	0.389249489477645	0.436579587120227	-7.5809593731521
CRYBB1	0.0639308938547476	10.6637375782123	0.861966294678304	0.389278612140994	0.436579587120227	-7.58100502983181
TMPPE	-0.0872748212290446	11.0975175810056	-0.860906113773898	0.389861519381757	0.437196986831001	-7.58191784928349
H2AFB3	-0.0587607497206726	3.5537873849162	-0.860609779563217	0.390024544715676	0.437343460727384	-7.58217279400612
NAP1L2	-0.119467393854746	8.6649397527933	-0.858264435392529	0.391316280229002	0.438755453710856	-7.58418747648043
GPR151	0.0575892782122889	5.89889496480447	0.857009538084186	0.392008504623557	0.439495078214546	-7.58526320165806
CNDP2	-0.0494614916201126	12.5226296089385	-0.856785363563121	0.39213224188671	0.439577143227427	-7.58545520388699
FAM3A	0.0358416424581005	11.433324527933	0.856758893366787	0.392146854170132	0.439577143227427	-7.58547787192436
PRR22	-0.0918128642458065	7.02807103882682	-0.855740916086816	0.392709057487423	0.440170780109253	-7.58634909851961
MARCO	-0.0976490251396633	11.1508922807263	-0.855576496427219	0.392799908338613	0.440179887879758	-7.58648971882572
OR4C46	-0.0649339189944147	4.81820929916201	-0.8555730347743	0.392801821228592	0.440179887879758	-7.58649267912333
FRS3	0.0578900128491635	3.50378405446927	0.855549105705223	0.392815044452946	0.440179887879758	-7.586513142191
SMARCC1	-0.0371647625698408	12.0088643421788	-0.855116051890969	0.393054397180866	0.440411528320071	-7.58688337190709
IGFBP4	0.0910714608938488	12.8957977444134	0.854978056373264	0.393130687181445	0.440451199646108	-7.58700130887937
RPL36	-0.0403004078212312	15.6653440837989	-0.85493393065765	0.393155083721459	0.440451199646108	-7.58703901663548
GRN	0.0354350949720654	15.7817649078212	0.854154586275316	0.393586124975885	0.44089749048851	-7.5877046881648
ZNF589	0.064523606145265	10.0804222807263	0.853780671330248	0.393793032528409	0.441091763119727	-7.58802385035011
ALG14	-0.0836244720670258	11.4356880796089	-0.853723043944306	0.3938249267872	0.441091763119727	-7.58807302691884
SLC38A9	0.0407377988826898	11.9135585502793	0.853069489067835	0.394186750952473	0.441460371595375	-7.58863050932931
CDKN2C	-0.0854627189944104	10.22792465	-0.852954370996764	0.394250504085941	0.441495128807941	-7.58872866101642
CD101	0.0574889469273696	8.00799740586592	0.852821915282241	0.394323866670005	0.441525832757155	-7.58884157875992
SLIT1	-0.0426292988826811	3.3203846349162	-0.852786717817481	0.394343362708554	0.441525832757155	-7.58887158146126
NIPBL	0.0464569245809958	12.6019368505587	0.852223314365015	0.394655514197021	0.441838671581731	-7.58935166481417
PGBD2	-0.0480043575418918	10.2857095335196	-0.851273282780997	0.395182215267047	0.442391638693673	-7.59016048330127
OR11G2	-0.0695857988826813	3.91485352849162	-0.850476100538669	0.395624505154729	0.442850026757189	-7.59083847872462
ZBTB14	0.0467768044692765	9.3535100150838	0.849815058460228	0.395991489906603	0.443224051493008	-7.59140020849108
KRT23	-0.160963292737435	11.6430535324022	-0.847451712901854	0.397305214625119	0.444657590292059	-7.59340493651
PTPRA	0.0541870195530745	13.5893062583799	0.847298233768154	0.397390621007021	0.444716291248029	-7.59353493420789
WIPI2	-0.0476785837988842	14.265348222067	-0.84470246557407	0.398836768932085	0.446297649885525	-7.595730012102
CIAO1	0.0567202988826825	12.852848222067	0.8433712072626	0.399579668871603	0.447091878254843	-7.59685317102854
PRSS45	-0.0524295497206726	7.82167054469274	-0.843168182308802	0.399693039021314	0.447181648997066	-7.59702430449625
ZNF215	-0.0875605268156443	7.80077292653631	-0.842996318081776	0.399789024046593	0.447251955768921	-7.59716913993947
CYR61	0.0990761229050214	12.5315567206704	0.842790120491906	0.399904202393143	0.447343721055548	-7.59734287038996
GTF2F1	0.0397294441340641	14.0034914427374	0.842709971971071	0.399948977354004	0.4473567225145	-7.59741038758443
MS4A12	-0.0444274301675955	3.3954907849162	-0.841791407638094	0.400462349302958	0.447893820264742	-7.59818373040235
SPRYD4	-0.0758724932960924	9.85504108854749	-0.841683351991414	0.400522766125732	0.447924267039668	-7.59827464763823
ATP5SL	-0.0557789525139576	12.5831653477654	-0.840874438641765	0.400975226040482	0.448393113465672	-7.59895489218341
NCKIPSD	-0.0380495642458154	10.1870106592179	-0.840494562332424	0.401187813473616	0.448593665480028	-7.59927411911558
BTNL8	-0.123698793854746	5.38788647346369	-0.839459484099295	0.4017674115741	0.44920452827748	-7.60014321218374
RLF	0.0551413519553101	10.5567610530726	0.837774322653394	0.402712106221416	0.450223459929726	-7.60155585893765
CCDC169	0.0877333558659137	7.08753656173184	0.837130631332454	0.403073309557533	0.45058994608312	-7.6020947098502
ENTPD2	0.076114430167598	14.0846412541899	0.83616872594089	0.403613439851435	0.451156374863756	-7.60289917719876
ANKRD66	0.0480628128491603	9.84812090642458	0.835534290117156	0.403969927097885	0.451489795336469	-7.60342926870831
NUPR1	0.0792513547486084	13.8857469315642	0.835518785356448	0.403978641536426	0.451489795336469	-7.60344221841673
CDC14B	0.0830490256983243	9.467915	0.835151051854095	0.404185358978613	0.451683414828771	-7.60374928240956
MAGEE2	-0.0416487642458065	8.3438321972067	-0.834664136252783	0.40445917113751	0.451951975433054	-7.60415565837905
HGS	0.0587384944134133	13.9645476885475	0.834160208606013	0.404742667153501	0.452204451177616	-7.60457598386958
MIGA1	0.0601515307262606	10.4159082039106	0.834117061746924	0.404766945949946	0.452204451177616	-7.60461196086449
ZNF839	0.0566051156424585	9.35919713994413	0.834083822445758	0.404785650346408	0.452204451177616	-7.6046396754108
GAL3ST3	-0.0808344463687147	3.7223055527933	-0.833792617370065	0.404949539254891	0.452350089627939	-7.6048824318072
LYPD6	0.12235785810056	6.99217084469274	0.833621782108994	0.405045703110342	0.452420057757716	-7.60502480538355
CREBBP	-0.0774970642458008	10.3009639427374	-0.832254736481547	0.405815712235436	0.453242610569853	-7.60616305021985
S100A5	-0.0442553720670418	8.08291281340782	-0.832069143087845	0.405920318168728	0.453321921159383	-7.60631743759561
MAGT1	0.0645339022346434	11.8392068756983	0.830942108640924	0.40655589534217	0.453994145295204	-7.6072542337912
DNAH12	0.104861436871508	4.62990697430168	0.829481882408115	0.407380258231315	0.454877054577853	-7.60846609943141
C1QTNF3	-0.105277203910605	11.4417686773743	-0.829030244185635	0.407635430663189	0.455124317505301	-7.60884049144483
LRIT1	0.0735480251396616	11.6010279930168	0.828619167508917	0.407867769250187	0.455346047676183	-7.60918108279651
RBBP6	0.041407307262574	12.5000412290503	0.828356446312484	0.408016299519758	0.455474184788188	-7.60939866831991
TLDC1	0.0859713122905088	9.64979195893855	0.828181258741139	0.408115360355504	0.455547081862616	-7.6095437203532
TIA1	-0.0784765418994446	10.2875900391061	-0.827705808264331	0.408384279104306	0.455809550226097	-7.60993723042536
MAVS	0.0535464608938643	12.5746649650838	0.826646305672324	0.408983923650727	0.456427089867399	-7.61081332573156
HIVEP3	-0.050010298882686	9.74245429748603	-0.826608703465043	0.40900521496047	0.456427089867399	-7.61084439819298
INTS6	-0.0776396782122948	9.00018216536313	-0.825681431291347	0.409530469189268	0.456975452843792	-7.6116102010231
ADORA3	0.123204606703911	8.50172080614525	0.825209881972835	0.409797733218601	0.457235870022474	-7.61199930925931
HGC6.3	0.114615215642459	3.69049634078212	0.824559269588694	0.410166657265224	0.457609662929883	-7.61253581137344
SSTR1	0.0601537513966495	7.24146736620112	0.824087477918362	0.41043430653588	0.45787041438452	-7.61292459227806
TERF2IP	0.0402394748603356	12.6582580530726	0.82381860849662	0.410586883818234	0.458002761861887	-7.6131460555195
SLC4A11	0.111292685474863	11.2766398667598	0.822853233741522	0.4111349908053	0.458576257722493	-7.61394062522135
CCNY	-0.0410269692737391	12.0682835349162	-0.822599102712293	0.411279350263787	0.45869935965448	-7.61414963818029
OR51B4	-0.0876705670391038	5.45249054441341	-0.82210998155534	0.411557281186592	0.458971401019163	-7.61455174041502
GATAD2A	-0.0723317178771001	11.1323790013966	-0.821877723109177	0.411689295445931	0.459080683641633	-7.61474259462385
HERC4	0.0816844486033421	10.4125066153631	0.82162378706463	0.411833659983942	0.45917094434595	-7.61495120052944
EIF3H	-0.0450573016759801	14.7531878351955	-0.821615636722774	0.411838294013564	0.45917094434595	-7.61495789488955
BEX1	-0.166179929608933	7.87895385027933	-0.821458384330375	0.411927708889177	0.459232691982035	-7.61508704267218
PLSCR5	0.0771988720670382	4.08506590195531	0.821073014983064	0.412146881637688	0.459439076482359	-7.61540343354583
DTX1	-0.0828899748603291	7.54877238854749	-0.820821824396416	0.41228977970293	0.459560407013988	-7.61560958311271
ERGIC2	0.0413057430167552	12.578741226257	0.820317872042338	0.412576558588585	0.459840299769429	-7.61602298218987
RPL23A	0.0513254469273612	12.6852534189944	0.820260810785066	0.412609037320902	0.459840299769429	-7.61606977438594
OLIG3	0.0720112039106162	10.4416188198324	0.81969570025159	0.412930775083048	0.460160862083628	-7.61653300939685
GNRH2	0.0461859720670343	9.2889787849162	0.819612653962197	0.412978068899182	0.46017556248766	-7.61660105767886
PLA2R1	0.0769383720670405	10.0895973094972	0.819044144308171	0.413301914512165	0.46049839273612	-7.61706671107125
3-Mar	0.0743938692737558	9.94776805921788	0.818587359243235	0.413562226755484	0.460750387040828	-7.61744062015286
PTAR1	0.0991428938547578	11.5085799804469	0.817434233992216	0.414219802133548	0.46144489474037	-7.61838360569018
PHLDA2	0.0990309022346434	12.7863208337989	0.817070757157291	0.41442720527011	0.46163783291356	-7.61868056982325
GMEB1	-0.0430577262569916	12.3219481592179	-0.816771197450406	0.414598183071831	0.461790167756606	-7.61892521412397
ZNF497	-0.0592549664804451	13.6432038128492	-0.81529764239828	0.415439844338289	0.46268944036818	-7.62012733528413
RPS19	0.0486486675977549	15.3953080097765	0.81475779751972	0.415748445002418	0.462994925877909	-7.62056719758322
LMAN1	0.0785335687150894	10.0168269061453	0.813472568399621	0.416483689093133	0.463775449795572	-7.62161322621886
C1orf185	-0.0476487620111721	3.42037021340782	-0.813047427822066	0.416727069739693	0.464008175515093	-7.62195887959768
HCN4	0.0675347508379853	3.72197229441341	0.812589347669857	0.416989401597735	0.464261962471934	-7.62233111244618
MBOAT4	-0.0793271122905068	5.67308256731844	-0.811645580313245	0.417530183391035	0.464825698760715	-7.62309735253936
SLC6A14	-0.16294409162011	9.46111198156425	-0.810787674807488	0.418022125969028	0.465334975072271	-7.62379311201401
FABP1	0.0792192983240234	6.09819500391061	0.810118927372345	0.418405838641342	0.465723697651263	-7.62433495623334
NHLRC2	-0.0603347458100547	12.5427548226257	-0.809465679440923	0.41878085899353	0.466102681562083	-7.62486381206286
FAM53B	-0.0544645055865836	11.1972166354749	-0.80922688705407	0.41891799586557	0.466216860718351	-7.62505702728124
TELO2	-0.0427215418994464	15.0528060446927	-0.808398897909765	0.419393709942721	0.466707794983265	-7.62572654214505
SMIM5	-0.0486569189944106	9.65111264944134	-0.807177311164362	0.420096144313912	0.467450925321343	-7.62671307436355
OR6N1	0.0684872033519577	4.79209259329609	0.807066512529866	0.420159889838648	0.467483307510118	-7.62680247988666
SERTM1	0.0562951659217923	8.87629510251397	0.806901076599955	0.420255080333787	0.467520438923117	-7.62693595051996
SCIMP	-0.083730627932967	10.1072321608939	-0.806888086073285	0.420262555516334	0.467520438923117	-7.626946429881
NPIPB3	-0.14366673016759	10.5840424812849	-0.805884785411617	0.420840125110115	0.468124363056293	-7.62775527718537
USP34	0.0356541005586699	11.5488719916201	0.805561071291171	0.421026577248399	0.468279204759344	-7.62801603713187
HRH4	0.0815481759776513	3.8648192047486	0.805522612089679	0.421048732128733	0.468279204759344	-7.62804701005787
OR2A7	0.10156911731845	9.93911023519553	0.804539540020151	0.421615275681211	0.468870655187264	-7.62883822204848
FAM231A	0.0797617687150876	7.99504369106145	0.803645827363154	0.422130710868995	0.469405176140603	-7.62955667890413
DNTT	-0.0524743145251372	3.36563668407821	-0.802109506351394	0.423017626911202	0.470352658004265	-7.63078986997222
LBX2	0.0717381452514054	11.3513030698324	0.801575092986487	0.423326399688452	0.470657200082061	-7.63121828756402
PMF1-BGLAP	-0.0545448407821212	10.1613299930168	-0.801451158642213	0.42339802525798	0.470698051806821	-7.63131760007656
TP53RK	-0.0348700558659267	10.6293311592179	-0.801104143465042	0.423598614168748	0.470882255506474	-7.63159559291668
RGS3	0.0833506525139676	8.89197970446927	0.800682500122529	0.423842416324215	0.471114461769271	-7.63193320872363
FGL1	-0.0415524608938647	10.2748855069832	-0.800318880732868	0.424052734107522	0.471309413890693	-7.63222422169869
TM9SF4	-0.0458748826815665	13.0633185391061	-0.800167380774688	0.424140379903986	0.471368002505715	-7.63234543173248
RHBDL1	-0.104865195530731	12.4118511731844	-0.800041453775153	0.424213239320181	0.471410149994772	-7.63244616429804
UPP2	-0.0592594111731843	3.95870269162011	-0.799890543156964	0.424300563551463	0.47146836335338	-7.63256686115598
SELPLG	0.0647408435754127	12.383725849162	0.799744066754047	0.424385332021594	0.471523727484512	-7.63268398987314
WFIKKN1	0.0541307893854706	6.96248234944134	0.799279836099215	0.424654056138784	0.471783454103141	-7.6330550670868
PRRG1	0.0508980994413379	7.89795015027933	0.798960159152121	0.42483916207552	0.471950247225411	-7.63331047219757
